depth,current,temp,air_temp,turbidity,rainfall,wind_speed,gust_speed,humidity,cloud,feels_like,dew_point,uv_index,is_night,condition,safe,safety_level,message
2.03,1.47,27.7,32.4,6,1.5,14.8,15.200000000000001,94,50,34.699999999999996,28.1,7,1,0,1,Moderate,Use caution – moderate flow rates in effect
1.97,0.29,30.7,35.5,62,4.2,18.1,20.900000000000002,84,67,38.9,30.8,2,1,2,0,Danger,Do not swim – high turbidity detected
1.63,0.7,32.9,33.199999999999996,12,0.9,19.2,20.8,72,82,34.599999999999994,27.8,10,1,1,1,Safe,Conditions are safe for swimming
0.9,0.13,33.5,35.4,6,0.1,13.8,22.3,71,15,35.5,30.4,8,1,0,1,Safe,Conditions are safe for swimming
2.65,0.46,30.1,31.5,54,9.3,16.7,23.4,87,31,32.7,27.0,3,0,1,0,Moderate,Swimming not advised due to weather conditions
1.34,1.42,33.2,38.2,44,1.2,33.3,36.699999999999996,63,79,41.400000000000006,34.9,9,0,1,0,Moderate,Swimming not advised due to weather conditions
0.65,1.06,25.6,28.8,32,8.8,4.7,14.100000000000001,72,57,30.3,23.0,3,0,1,1,Moderate,Conditions are safe for swimming
3.3,1.55,33.0,34.0,19,6.7,2.2,6.1,69,11,37.8,28.3,7,1,4,0,Moderate,Swimming not advised due to weather conditions
2.01,1.62,26.1,30.400000000000002,22,6.8,19.0,25.5,93,77,32.0,26.0,1,0,0,0,Moderate,Swimming not advised due to weather conditions
4.2,0.54,24.0,25.8,21,2.6,2.0,7.8,98,89,28.2,21.1,5,1,2,0,Moderate,Swimming not advised due to weather conditions
2.14,1.06,20.1,23.6,35,6.9,10.9,16.0,83,48,26.5,19.3,10,1,3,1,Moderate,Conditions are safe for swimming
1.68,1.0,30.6,34.0,53,0.6,1.1,8.4,90,57,37.3,29.8,6,1,1,0,Moderate,Swimming not advised due to weather conditions
2.11,1.06,31.8,35.1,49,1.1,4.5,7.5,78,43,36.0,32.4,3,0,3,0,Moderate,Swimming not advised due to weather conditions
1.87,1.98,26.8,27.7,14,1.5,12.3,19.4,80,7,28.2,21.9,4,1,0,0,Danger,Swimming not advised due to weather conditions
0.59,1.57,21.9,24.2,65,13.7,16.0,18.9,92,12,27.2,18.6,10,0,4,0,Danger,Do not swim – high turbidity detected
1.5,1.07,32.7,36.6,25,14.5,2.0,11.3,79,53,40.2,33.5,4,1,1,1,Safe,Conditions are safe for swimming
4.31,1.66,29.9,32.8,46,4.3,2.9,4.4,97,54,33.099999999999994,30.3,1,0,1,0,Moderate,Swimming not advised due to weather conditions
3.35,0.85,23.6,25.3,23,14.8,3.2,4.800000000000001,79,72,25.400000000000002,22.3,3,0,2,1,Safe,Conditions are safe for swimming
4.48,0.65,27.5,30.2,40,0.5,1.9,3.2,89,75,33.6,28.0,3,0,0,0,Moderate,Swimming not advised due to weather conditions
1.68,0.27,29.4,30.099999999999998,34,7.4,6.0,9.8,74,31,31.799999999999997,25.0,7,1,2,1,Moderate,Conditions are safe for swimming
2.81,0.75,31.3,32.5,53,6.9,8.3,9.700000000000001,91,61,33.2,28.4,10,1,3,0,Moderate,Swimming not advised due to weather conditions
1.06,1.18,32.2,35.1,38,2.3,3.2,7.8,68,72,36.1,29.2,2,1,0,1,Moderate,Conditions are safe for swimming
1.89,1.8,33.5,35.7,26,1.6,4.2,6.5,63,78,37.2,32.3,8,0,1,0,Moderate,Swimming not advised due to weather conditions
1.78,0.47,24.3,29.200000000000003,22,7.6,18.3,24.700000000000003,76,67,30.800000000000004,27.2,2,1,1,1,Safe,Conditions are safe for swimming
2.48,0.11,26.9,31.799999999999997,55,1.2,29.5,29.8,96,31,32.699999999999996,29.3,9,0,0,0,Moderate,Swimming not advised due to weather conditions
1.3,0.76,28.7,31.4,8,0.5,25.0,27.7,78,68,34.3,29.4,2,0,1,1,Safe,Conditions are safe for swimming
4.41,1.91,31.2,32.4,44,6.3,12.6,15.3,84,39,32.8,27.4,10,1,2,0,Danger,Swimming not advised due to weather conditions
1.75,0.22,29.8,29.8,56,1.3,6.2,14.899999999999999,81,54,33.2,24.5,7,0,2,0,Moderate,Swimming not advised due to weather conditions
4.45,0.53,29.3,32.3,61,7.0,19.9,22.599999999999998,62,4,34.4,27.4,4,1,1,0,Danger,Do not swim – high turbidity detected
3.36,0.94,20.4,22.599999999999998,45,0.7,22.8,23.3,75,24,24.799999999999997,19.4,10,1,2,0,Moderate,Swimming not advised due to weather conditions
0.92,1.57,31.3,35.1,41,7.2,9.3,17.4,64,17,37.7,32.8,2,0,0,0,Moderate,Swimming not advised due to weather conditions
1.56,0.92,34.0,35.1,20,0.6,5.1,13.9,89,12,37.0,32.7,6,1,3,1,Safe,Conditions are safe for swimming
3.81,1.29,21.1,21.700000000000003,31,1.2,15.6,24.6,97,68,25.500000000000004,17.3,9,1,0,0,Moderate,Swimming not advised due to weather conditions
3.44,0.62,28.9,30.599999999999998,8,3.1,27.6,33.6,70,96,34.599999999999994,28.3,0,0,1,1,Safe,Conditions are safe for swimming
1.89,0.14,21.3,24.7,69,3.6,18.9,21.5,60,24,27.7,20.3,2,1,3,0,Danger,Do not swim – high turbidity detected
3.31,0.97,20.8,22.900000000000002,64,7.7,33.1,35.9,95,84,23.200000000000003,17.0,0,0,1,0,Danger,Do not swim – high turbidity detected
1.92,1.4,29.3,32.9,30,1.9,4.4,11.0,60,15,35.3,27.4,7,1,1,1,Moderate,Use caution – moderate flow rates in effect
0.81,1.37,31.5,32.7,50,13.9,12.3,16.8,66,63,34.0,29.7,5,0,0,0,Moderate,Swimming not advised due to weather conditions
3.38,1.08,28.5,31.7,13,0.5,26.5,32.3,75,35,32.5,29.0,5,0,1,1,Safe,Conditions are safe for swimming
3.86,0.13,20.7,23.599999999999998,18,31.9,18.9,21.7,86,87,27.499999999999996,19.8,0,0,3,0,Moderate,Recent heavy rain – unsafe swimming conditions
3.36,1.41,32.5,35.9,31,5.9,10.7,18.299999999999997,86,0,36.199999999999996,31.8,8,1,1,1,Moderate,Use caution – moderate flow rates in effect
2.91,0.71,30.9,31.299999999999997,6,0.3,26.2,34.7,79,64,31.4,27.6,4,1,4,1,Safe,Conditions are safe for swimming
1.34,1.6,30.8,31.900000000000002,68,3.4,32.0,34.1,69,34,35.800000000000004,29.0,7,1,2,0,Danger,Do not swim – high turbidity detected
1.51,1.8,28.0,29.8,69,7.0,10.8,15.3,94,12,33.7,26.6,6,0,1,0,Danger,Do not swim – high turbidity detected
2.76,0.58,32.8,34.099999999999994,30,1.1,33.2,35.300000000000004,66,31,37.99999999999999,30.3,3,1,2,0,Moderate,Swimming not advised due to weather conditions
1.71,0.46,24.3,24.8,59,0.6,14.8,22.8,81,87,27.400000000000002,22.0,4,1,0,0,Moderate,Swimming not advised due to weather conditions
4.19,1.66,25.0,28.3,26,1.3,7.6,8.1,98,28,28.5,24.5,2,0,1,0,Moderate,Swimming not advised due to weather conditions
1.87,0.45,20.1,22.400000000000002,62,5.8,8.5,16.5,78,81,23.900000000000002,17.9,6,1,1,0,Danger,Do not swim – high turbidity detected
1.74,1.55,33.1,37.800000000000004,49,1.4,21.8,26.5,77,8,38.900000000000006,35.8,1,1,1,0,Moderate,Swimming not advised due to weather conditions
1.76,1.6,29.5,31.0,61,0.5,31.4,40.8,62,61,31.7,28.8,9,1,3,0,Danger,Do not swim – high turbidity detected
1.21,0.11,31.3,31.7,56,12.4,17.6,25.6,64,30,33.1,29.5,0,1,1,0,Moderate,Swimming not advised due to weather conditions
1.35,1.59,22.9,24.2,13,2.1,34.3,40.599999999999994,84,50,24.9,18.3,6,0,0,0,Moderate,Swimming not advised due to weather conditions
0.78,0.21,21.7,24.599999999999998,6,1.4,10.7,15.5,69,55,25.299999999999997,21.2,4,1,0,1,Safe,Conditions are safe for swimming
1.95,1.12,33.9,36.3,28,2.8,27.9,33.9,71,99,38.699999999999996,31.8,9,1,0,1,Safe,Conditions are safe for swimming
0.87,0.13,32.2,33.400000000000006,34,3.5,5.7,15.3,79,24,36.10000000000001,30.0,7,0,0,1,Moderate,Conditions are safe for swimming
0.58,1.21,26.4,29.0,46,6.9,26.1,27.6,96,82,30.1,23.1,6,1,0,0,Moderate,Swimming not advised due to weather conditions
1.91,0.94,21.0,23.9,9,1.5,30.3,37.0,82,96,25.9,21.1,9,1,2,0,Moderate,Swimming not advised due to weather conditions
2.53,0.94,21.8,23.3,10,8.1,15.8,23.0,86,40,25.3,20.5,6,1,0,1,Safe,Conditions are safe for swimming
4.16,0.74,33.3,36.0,18,3.9,4.5,8.3,84,12,37.8,33.3,6,0,0,0,Moderate,Swimming not advised due to weather conditions
2.37,1.72,33.1,37.800000000000004,39,3.6,2.9,12.700000000000001,65,47,40.300000000000004,32.9,1,0,1,0,Moderate,Swimming not advised due to weather conditions
4.35,1.93,24.1,26.5,5,5.6,21.5,30.4,72,40,27.8,23.5,7,0,1,0,Danger,Swimming not advised due to weather conditions
4.48,1.62,31.8,35.0,19,2.6,8.2,8.399999999999999,69,48,38.9,31.6,1,1,0,0,Moderate,Swimming not advised due to weather conditions
3.22,1.67,22.1,22.900000000000002,29,0.2,4.3,10.6,77,8,25.400000000000002,20.4,0,0,3,0,Moderate,Swimming not advised due to weather conditions
1.06,1.09,20.5,20.9,21,11.9,3.1,12.5,71,75,21.799999999999997,16.7,6,1,0,1,Safe,Conditions are safe for swimming
4.26,0.45,27.9,29.799999999999997,35,4.3,22.6,22.8,87,59,29.999999999999996,27.2,1,1,1,0,Moderate,Swimming not advised due to weather conditions
4.23,1.37,31.5,31.6,49,11.7,25.0,33.2,79,24,33.6,26.5,5,0,0,0,Moderate,Swimming not advised due to weather conditions
3.09,0.43,32.2,35.300000000000004,29,0.4,22.5,30.1,93,21,36.400000000000006,33.2,5,0,2,1,Safe,Conditions are safe for swimming
4.24,0.49,30.3,34.6,54,5.5,28.5,31.1,72,38,38.5,28.9,7,1,3,0,Moderate,Swimming not advised due to weather conditions
1.02,1.47,21.4,24.5,19,1.3,22.4,24.799999999999997,69,23,27.7,21.0,3,1,0,1,Moderate,Use caution – moderate flow rates in effect
1.66,0.96,21.6,23.900000000000002,18,4.4,2.8,4.699999999999999,82,56,25.3,20.5,3,1,3,1,Safe,Conditions are safe for swimming
2.47,1.0,26.9,31.099999999999998,22,4.4,32.7,40.0,78,90,34.699999999999996,26.7,1,1,1,0,Moderate,Swimming not advised due to weather conditions
4.41,1.57,21.5,25.4,65,3.1,10.7,11.1,75,98,27.599999999999998,21.2,2,0,2,0,Danger,Do not swim – high turbidity detected
1.82,0.63,22.6,25.1,31,7.1,7.2,14.3,97,2,27.1,22.0,6,0,3,0,Moderate,Swimming not advised due to weather conditions
4.17,1.21,26.5,30.6,58,1.0,28.7,33.0,90,28,31.1,27.9,7,1,0,0,Moderate,Swimming not advised due to weather conditions
1.28,1.89,33.7,35.6,36,0.2,4.5,13.6,68,98,39.6,32.5,9,1,0,0,Danger,Swimming not advised due to weather conditions
0.95,0.11,34.0,38.0,23,0.8,10.0,13.8,74,28,40.2,35.7,1,1,0,1,Safe,Conditions are safe for swimming
2.14,1.87,28.9,32.9,32,2.2,3.8,12.600000000000001,96,17,33.6,28.9,5,1,2,0,Danger,Swimming not advised due to weather conditions
4.28,1.2,27.6,27.900000000000002,60,1.0,1.1,8.5,74,82,30.6,23.9,3,1,0,0,Moderate,Swimming not advised due to weather conditions
3.42,1.79,20.9,23.2,39,0.3,5.0,5.5,76,42,23.8,17.7,2,1,0,0,Moderate,Swimming not advised due to weather conditions
1.29,0.71,28.3,29.400000000000002,11,0.6,13.6,16.0,91,69,30.6,26.9,1,1,2,1,Safe,Conditions are safe for swimming
3.07,1.59,33.1,36.6,28,1.4,29.5,31.6,87,70,38.2,30.9,5,1,0,0,Moderate,Swimming not advised due to weather conditions
4.29,0.59,24.7,26.7,28,5.7,31.1,38.0,63,90,30.4,24.3,1,1,1,0,Moderate,Swimming not advised due to weather conditions
2.76,0.13,30.9,32.699999999999996,44,1.1,12.8,13.9,73,52,33.199999999999996,26.8,1,1,1,0,Moderate,Swimming not advised due to weather conditions
2.81,1.83,27.8,28.7,24,0.9,12.4,16.6,82,6,31.4,25.8,1,1,2,0,Danger,Swimming not advised due to weather conditions
2.5,0.89,22.4,23.299999999999997,29,6.4,3.0,7.6,74,79,24.599999999999998,20.8,3,0,0,1,Safe,Conditions are safe for swimming
4.17,1.38,33.9,38.3,34,3.7,6.7,11.3,61,75,42.199999999999996,35.9,7,1,2,0,Moderate,Swimming not advised due to weather conditions
1.9,1.86,20.9,23.599999999999998,59,7.5,21.8,27.9,65,18,25.599999999999998,21.4,3,0,1,0,Danger,Swimming not advised due to weather conditions
1.07,0.29,27.5,27.9,13,0.8,13.6,23.1,79,24,29.099999999999998,23.2,7,1,1,1,Safe,Conditions are safe for swimming
3.63,0.94,26.8,30.7,42,4.2,17.6,17.700000000000003,93,95,33.1,25.3,0,0,1,0,Moderate,Swimming not advised due to weather conditions
3.41,0.7,24.8,25.8,25,1.9,3.0,9.9,72,64,26.1,22.1,7,1,2,1,Safe,Conditions are safe for swimming
1.76,1.4,32.2,33.400000000000006,15,2.4,9.4,13.600000000000001,73,55,34.10000000000001,30.6,3,0,0,1,Moderate,Use caution – moderate flow rates in effect
1.49,1.33,29.1,33.2,56,0.4,9.6,19.4,92,57,36.0,31.2,6,1,0,0,Moderate,Swimming not advised due to weather conditions
3.6,0.95,26.3,31.1,59,1.2,29.7,38.8,61,12,33.6,28.1,10,0,0,0,Moderate,Swimming not advised due to weather conditions
2.51,1.68,29.3,31.0,18,1.2,1.4,8.8,90,53,33.4,26.9,8,0,0,0,Moderate,Swimming not advised due to weather conditions
2.34,1.29,27.8,31.5,41,9.0,14.9,21.4,86,32,34.3,25.5,10,1,1,0,Moderate,Swimming not advised due to weather conditions
4.17,0.94,27.7,31.7,24,16.1,23.1,28.3,67,37,33.4,28.5,3,1,0,0,Moderate,Swimming not advised due to weather conditions
1.32,0.46,21.8,23.400000000000002,52,2.4,32.0,39.6,91,5,27.400000000000002,19.5,2,1,0,0,Moderate,Swimming not advised due to weather conditions
2.24,0.4,33.3,37.099999999999994,35,14.2,30.9,36.1,87,69,39.3,32.9,8,1,0,0,Moderate,Swimming not advised due to weather conditions
2.62,0.61,20.3,23.900000000000002,55,1.1,5.0,15.0,99,32,24.200000000000003,19.7,1,1,4,0,Moderate,Swimming not advised due to weather conditions
2.22,0.71,32.7,33.7,65,2.6,1.4,4.9,89,16,37.5,29.8,1,0,1,0,Danger,Do not swim – high turbidity detected
0.78,1.87,30.7,34.0,14,3.0,27.9,33.4,93,99,36.1,31.5,5,1,0,0,Danger,Swimming not advised due to weather conditions
2.87,1.02,28.7,28.8,10,0.6,9.4,14.3,98,48,29.900000000000002,26.5,6,1,0,1,Safe,Conditions are safe for swimming
2.05,0.94,32.5,34.6,11,1.3,27.3,29.3,92,70,36.5,32.6,2,0,0,1,Safe,Conditions are safe for swimming
2.74,0.63,24.9,29.5,16,0.2,3.2,11.7,72,30,32.4,23.6,10,1,0,1,Safe,Conditions are safe for swimming
1.35,1.61,22.6,22.900000000000002,25,0.1,29.2,32.9,72,65,23.8,20.4,5,0,0,0,Moderate,Swimming not advised due to weather conditions
4.2,1.75,27.0,27.3,23,4.9,34.0,39.6,87,29,29.3,25.0,0,0,0,0,Moderate,Swimming not advised due to weather conditions
3.47,1.53,24.4,26.799999999999997,69,0.0,26.6,33.7,86,16,26.999999999999996,21.8,4,1,0,0,Danger,Do not swim – high turbidity detected
1.79,0.45,28.1,28.900000000000002,40,8.5,4.1,10.7,84,25,31.1,26.9,7,1,2,1,Moderate,Conditions are safe for swimming
4.4,1.67,20.8,22.7,12,4.2,30.9,40.3,74,85,23.0,18.0,0,0,2,0,Moderate,Swimming not advised due to weather conditions
1.65,0.57,25.0,25.9,67,3.3,13.7,22.799999999999997,71,27,29.0,20.3,7,0,1,0,Danger,Do not swim – high turbidity detected
4.28,0.5,27.3,29.7,47,1.1,3.0,9.1,96,5,32.4,25.6,8,1,1,0,Moderate,Swimming not advised due to weather conditions
2.19,0.48,24.3,26.900000000000002,69,8.5,6.0,14.1,70,11,29.1,22.1,10,1,0,0,Danger,Do not swim – high turbidity detected
3.16,1.1,29.0,30.7,35,4.4,3.0,7.5,97,14,33.9,26.7,2,1,0,1,Moderate,Conditions are safe for swimming
2.14,1.81,32.5,35.9,54,2.8,6.9,11.3,83,1,36.9,32.2,9,0,1,0,Danger,Swimming not advised due to weather conditions
1.04,0.66,28.0,30.2,6,2.5,27.9,31.0,63,11,33.2,27.6,0,1,3,1,Safe,Conditions are safe for swimming
1.49,0.22,21.8,26.1,28,3.7,30.6,31.0,97,64,27.0,20.6,10,0,2,0,Moderate,Swimming not advised due to weather conditions
0.56,0.81,24.9,27.599999999999998,14,7.8,7.6,14.399999999999999,89,31,29.799999999999997,22.6,2,0,1,1,Safe,Conditions are safe for swimming
3.74,0.66,28.0,31.7,56,1.3,14.2,22.7,60,72,32.8,28.7,7,0,0,0,Moderate,Swimming not advised due to weather conditions
1.43,1.45,31.5,35.8,10,0.5,15.3,17.6,64,15,38.9,33.5,2,1,1,1,Moderate,Use caution – moderate flow rates in effect
2.88,0.27,24.7,25.099999999999998,37,9.8,16.6,16.6,69,23,25.7,20.4,8,0,0,1,Moderate,Conditions are safe for swimming
1.45,1.88,22.4,23.0,32,5.1,29.9,37.3,80,8,23.3,17.0,8,0,0,0,Danger,Swimming not advised due to weather conditions
2.73,0.68,21.2,21.2,29,1.0,6.2,15.399999999999999,68,59,21.5,16.8,5,0,0,1,Safe,Conditions are safe for swimming
3.67,1.82,33.7,34.900000000000006,12,2.0,3.9,12.6,75,85,37.300000000000004,29.7,5,1,0,0,Danger,Swimming not advised due to weather conditions
1.75,1.22,21.9,24.0,25,3.5,11.1,18.4,69,86,27.8,18.8,0,1,1,1,Moderate,Use caution – moderate flow rates in effect
1.83,0.34,21.5,24.9,19,1.7,33.7,36.800000000000004,76,97,25.099999999999998,22.5,9,1,1,0,Moderate,Swimming not advised due to weather conditions
2.23,1.62,30.4,32.5,25,4.2,6.3,7.3,90,16,35.2,27.3,1,0,0,0,Moderate,Swimming not advised due to weather conditions
2.64,1.88,28.4,32.4,38,18.5,33.8,36.0,61,93,33.199999999999996,29.5,0,0,0,0,Danger,Swimming not advised due to weather conditions
3.91,0.84,24.5,29.2,23,2.3,21.7,23.3,79,19,32.9,26.5,9,1,0,0,Moderate,Swimming not advised due to weather conditions
4.14,0.47,25.8,28.0,65,2.6,29.9,34.199999999999996,98,16,30.8,23.6,5,0,1,0,Danger,Do not swim – high turbidity detected
3.44,1.98,28.8,30.7,60,12.0,33.5,34.3,95,22,33.6,27.4,1,1,0,0,Danger,Swimming not advised due to weather conditions
1.56,0.91,30.3,32.0,63,2.9,6.7,8.6,99,27,32.1,30.0,9,0,1,0,Danger,Do not swim – high turbidity detected
3.92,0.11,33.1,33.6,21,0.8,17.8,22.4,62,28,37.300000000000004,30.1,1,0,3,0,Moderate,Swimming not advised due to weather conditions
3.73,0.11,24.5,26.6,67,5.7,30.1,36.4,62,66,29.700000000000003,23.2,3,0,3,0,Danger,Do not swim – high turbidity detected
2.01,1.82,21.0,21.3,24,1.2,10.2,11.899999999999999,67,3,24.900000000000002,16.8,10,0,3,0,Danger,Swimming not advised due to weather conditions
4.01,1.14,29.2,31.099999999999998,52,5.1,11.2,12.1,87,57,31.599999999999998,25.3,9,1,2,0,Moderate,Swimming not advised due to weather conditions
2.49,0.69,31.4,35.699999999999996,19,4.2,26.7,28.099999999999998,72,61,39.199999999999996,33.6,1,0,1,1,Safe,Conditions are safe for swimming
2.29,0.11,31.5,33.3,63,5.7,24.6,34.2,92,29,37.099999999999994,28.7,6,1,3,0,Danger,Do not swim – high turbidity detected
3.9,0.89,21.6,22.0,68,0.3,14.5,20.0,70,28,25.0,16.7,5,1,0,0,Danger,Do not swim – high turbidity detected
1.28,1.12,33.1,37.300000000000004,61,1.8,15.0,19.7,75,47,40.7,32.1,0,1,2,0,Danger,Do not swim – high turbidity detected
1.14,1.8,25.7,28.0,14,2.1,21.8,22.2,86,74,31.3,22.9,8,1,1,0,Moderate,Swimming not advised due to weather conditions
2.63,0.1,23.4,24.4,7,0.1,5.8,11.899999999999999,82,22,24.5,22.3,10,0,3,1,Safe,Conditions are safe for swimming
1.41,1.51,24.3,28.6,17,4.6,17.3,17.7,63,32,28.6,26.6,8,1,0,0,Moderate,Swimming not advised due to weather conditions
3.04,0.96,32.1,36.7,67,5.4,27.4,31.299999999999997,68,49,40.400000000000006,33.2,3,1,0,0,Danger,Do not swim – high turbidity detected
1.32,1.03,32.3,34.9,23,3.3,17.2,18.4,92,1,35.9,29.3,9,0,3,1,Safe,Conditions are safe for swimming
2.58,1.39,30.9,31.599999999999998,59,2.1,13.6,16.0,69,98,33.699999999999996,29.5,6,1,4,0,Moderate,Swimming not advised due to weather conditions
1.39,1.63,20.8,25.4,68,7.2,15.1,19.9,78,23,27.799999999999997,21.3,5,0,0,0,Danger,Do not swim – high turbidity detected
4.48,1.02,30.6,32.9,48,1.9,11.2,19.6,97,69,32.9,30.1,6,1,0,0,Moderate,Swimming not advised due to weather conditions
1.75,1.02,29.3,31.900000000000002,43,6.4,7.4,8.5,74,84,34.0,26.3,3,0,0,0,Moderate,Swimming not advised due to weather conditions
3.27,1.19,32.7,33.300000000000004,48,7.7,20.4,21.2,92,15,33.6,29.4,1,0,2,0,Moderate,Swimming not advised due to weather conditions
4.15,1.15,27.4,31.2,61,1.1,34.4,41.8,62,34,31.7,26.1,3,1,3,0,Danger,Do not swim – high turbidity detected
3.38,1.53,23.1,25.3,36,7.3,3.6,13.2,93,63,27.6,21.3,5,1,0,0,Moderate,Swimming not advised due to weather conditions
3.45,0.23,32.1,34.6,55,6.2,1.8,10.4,65,77,35.6,31.6,10,1,1,0,Moderate,Swimming not advised due to weather conditions
3.73,0.78,21.4,26.2,33,1.3,14.3,22.1,88,67,27.099999999999998,20.5,1,0,0,0,Moderate,Swimming not advised due to weather conditions
1.52,1.84,21.6,25.400000000000002,5,1.0,28.4,33.8,96,50,27.3,22.3,2,1,2,0,Danger,Swimming not advised due to weather conditions
4.0,0.26,32.8,34.3,9,1.5,14.2,18.0,98,87,37.9,28.8,7,1,0,0,Moderate,Swimming not advised due to weather conditions
2.95,1.17,30.0,34.7,51,14.6,8.6,9.9,85,85,35.7,29.3,9,1,1,0,Moderate,Swimming not advised due to weather conditions
1.87,1.17,21.0,24.8,14,3.9,11.8,16.5,62,54,25.5,19.8,1,1,2,1,Safe,Conditions are safe for swimming
0.59,1.24,29.7,33.8,43,9.9,5.7,13.8,88,0,37.099999999999994,28.1,10,1,1,0,Moderate,Swimming not advised due to weather conditions
1.52,1.97,33.8,38.4,13,1.5,6.7,13.4,72,85,41.6,36.1,10,1,1,0,Danger,Swimming not advised due to weather conditions
2.28,1.8,21.8,22.400000000000002,68,0.1,15.1,23.9,89,20,22.8,17.4,0,1,0,0,Danger,Do not swim – high turbidity detected
0.92,1.77,27.4,31.5,61,3.9,9.9,19.4,60,11,34.4,29.2,8,0,1,0,Danger,Do not swim – high turbidity detected
1.14,1.96,22.2,24.599999999999998,33,16.9,28.1,34.4,95,60,28.2,22.4,3,1,3,0,Danger,Swimming not advised due to weather conditions
1.69,1.6,20.4,25.2,19,7.4,9.2,9.299999999999999,83,63,25.4,20.6,0,1,3,0,Moderate,Swimming not advised due to weather conditions
1.48,1.11,26.8,30.3,55,1.1,7.5,14.9,86,11,32.6,27.4,8,0,3,0,Moderate,Swimming not advised due to weather conditions
2.57,0.77,23.3,23.5,56,5.3,18.7,28.1,95,53,26.3,19.5,10,1,0,0,Moderate,Swimming not advised due to weather conditions
2.98,1.38,30.9,33.699999999999996,50,0.2,17.4,22.799999999999997,85,99,36.4,31.0,9,1,2,0,Moderate,Swimming not advised due to weather conditions
1.44,0.61,29.2,31.2,21,6.6,5.4,14.0,70,60,31.599999999999998,26.4,9,1,0,1,Safe,Conditions are safe for swimming
2.19,0.67,23.7,24.5,34,2.6,20.6,21.5,99,85,28.4,20.3,1,1,1,1,Moderate,Conditions are safe for swimming
0.88,1.95,24.0,26.1,35,0.1,28.4,33.8,87,52,26.3,23.5,10,1,2,0,Danger,Swimming not advised due to weather conditions
1.5,0.22,29.7,32.6,63,5.5,34.0,35.8,76,38,34.300000000000004,28.8,0,0,1,0,Danger,Do not swim – high turbidity detected
3.25,1.74,24.2,25.2,36,6.3,6.9,13.8,87,52,25.8,21.0,0,1,1,0,Moderate,Swimming not advised due to weather conditions
3.15,1.36,24.0,26.3,62,1.2,0.8,9.8,96,82,27.2,23.2,9,1,0,0,Danger,Do not swim – high turbidity detected
1.04,1.33,24.8,28.3,27,0.9,29.2,31.2,85,40,30.1,23.6,10,0,0,1,Moderate,Use caution – moderate flow rates in effect
1.66,1.97,33.5,35.1,50,3.3,12.9,22.0,73,43,36.6,31.6,0,1,2,0,Danger,Swimming not advised due to weather conditions
2.96,0.73,31.5,31.7,35,3.6,13.9,18.9,69,87,31.8,26.2,2,0,1,1,Moderate,Conditions are safe for swimming
1.05,0.93,26.9,28.9,65,8.2,3.8,7.8,82,29,30.0,26.0,4,0,1,0,Danger,Do not swim – high turbidity detected
3.97,1.91,25.7,28.2,37,1.6,27.7,30.0,60,3,29.2,22.7,0,0,0,0,Danger,Swimming not advised due to weather conditions
1.4,1.04,33.5,37.3,66,2.1,19.2,26.7,68,2,38.599999999999994,32.4,9,0,4,0,Danger,Do not swim – high turbidity detected
4.22,1.6,30.1,31.5,17,2.8,9.5,13.3,84,46,32.1,27.7,4,0,0,0,Moderate,Swimming not advised due to weather conditions
3.81,1.68,24.1,28.5,23,4.5,34.6,36.300000000000004,65,16,31.6,25.5,3,0,0,0,Moderate,Swimming not advised due to weather conditions
2.79,1.05,32.0,34.7,41,3.0,6.6,11.7,81,89,38.0,32.6,4,1,1,0,Moderate,Swimming not advised due to weather conditions
1.67,0.85,24.8,29.0,61,8.6,1.3,5.0,79,55,29.6,24.0,3,0,3,0,Danger,Do not swim – high turbidity detected
2.45,1.3,30.3,32.2,26,0.0,4.2,9.5,67,79,35.1,28.1,0,1,0,1,Moderate,Use caution – moderate flow rates in effect
3.86,1.48,32.5,33.1,58,1.2,0.4,10.4,64,54,35.800000000000004,30.4,4,0,3,0,Moderate,Swimming not advised due to weather conditions
1.78,1.37,22.6,25.700000000000003,42,8.2,21.1,24.1,84,31,27.300000000000004,22.7,3,0,1,0,Moderate,Swimming not advised due to weather conditions
3.48,1.95,26.1,30.400000000000002,9,0.5,25.5,29.0,81,49,31.900000000000002,27.8,1,1,0,0,Danger,Swimming not advised due to weather conditions
2.81,0.18,27.4,31.799999999999997,18,10.7,32.3,33.3,82,26,31.9,28.0,8,1,1,0,Moderate,Swimming not advised due to weather conditions
1.35,1.54,29.0,29.6,53,1.9,20.7,21.4,81,42,32.800000000000004,24.6,0,1,2,0,Moderate,Swimming not advised due to weather conditions
3.18,1.01,29.0,29.2,34,2.2,9.7,16.1,61,9,32.7,25.8,7,0,4,1,Moderate,Conditions are safe for swimming
2.55,1.88,27.3,28.8,5,0.3,32.8,38.099999999999994,94,14,30.7,26.4,6,1,2,0,Danger,Swimming not advised due to weather conditions
1.75,0.68,31.7,32.1,23,10.7,20.4,21.7,85,79,33.5,29.0,0,0,2,1,Safe,Conditions are safe for swimming
3.08,0.78,20.7,20.9,51,0.0,16.8,17.0,68,52,22.2,17.2,5,1,0,0,Moderate,Swimming not advised due to weather conditions
4.32,0.52,32.9,35.0,55,4.0,32.6,32.7,81,92,38.7,32.8,6,0,2,0,Moderate,Swimming not advised due to weather conditions
